system:index,EVI,NDVI,time,.geo
2024_10_15,0.22610871694610649,0.4777714043091021,1.7289504E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_10_31,0.2149476331536227,0.4988662736734008,1.7303328E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_16,0.22296423480166658,0.4797302525322331,1.7317152E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_12_02,0.20902360364986577,0.48889236056248986,1.7330976E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_12_18,0.2081415562619702,0.48622988330996947,1.73448E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_01_01,0.20423745062411147,0.515262148443672,1.7356896E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_01_17,0.20045359251288328,0.47299585760262236,1.737072E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_02_02,0.1945695361099592,0.45578561723640837,1.7384544E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_02_18,0.19247425992851086,0.44289384047238173,1.7398368E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_03_06,0.22150157197306328,0.4088834626853884,1.7412192E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_03_22,0.2086379129885262,0.4226332642139144,1.7426016E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_04_07,0.214929932657938,0.3992061397792128,1.743984E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_04_23,0.19345630270355665,0.42570861622923933,1.7453664E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_05_09,0.20986381104725807,0.3669609376542846,1.7467488E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_05_25,0.19529134822363095,0.36676727886723154,1.7481312E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_06_10,0.18524650156999825,0.3635994904911431,1.7495136E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_06_26,0.18130154432529566,0.37864474988644653,1.750896E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_07_12,0.19061217094219648,0.3743520883938622,1.7522784E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_07_28,0.2031258960838911,0.36270174970871105,1.7536608E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_08_13,0.17738017260106248,0.4246620336907793,1.7550432E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_08_29,0.20324787210932707,0.5021009755712224,1.7564256E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_09_14,0.20555305606572272,0.4633459624385333,1.757808E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
